Start Station Name,End Station Name,Count
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Pierre-de-Coubertin / Aird,8
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Métro Rosemont (de St-Vallier / Rosemont),1
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),20e avenue / de Bellechasse,1
Parc MacDonald (Clanranald / Isabella),HEC (Decelles / Jean-Brillant),1
Parc MacDonald (Clanranald / Isabella),Regina / de Verdun,1
Argyle / Bannantyne,Métro Lionel-Groulx (St-Jacques / Atwater),1
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Parc du Père-Marquette (de Bellechasse / de Lanaudière),15
Parc du Père-Marquette (de Bellechasse / de Lanaudière),St-Urbain / Laurier,9
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Parc Molson (d'Iberville / Beaubien),8
Parc du Père-Marquette (de Bellechasse / de Lanaudière),du Mont-Royal / Clark,14
Parc du Père-Marquette (de Bellechasse / de Lanaudière),de l'Hôtel-de-Ville / Rachel,2
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Complexe Desjardins (St-Urbain / René-Lévesque),1
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),du Mont-Royal / Clark,2
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Métro Joliette  (Hochelaga / Joliette),7
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Collège Ahuntsic (St-Hubert / Émile-Journault),7
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Jeanne-Mance / Sherbrooke,8
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Marquette / des Carrières,3
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Marché St-Jacques (Atateken),11
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Rachel / de Brébeuf,3
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Marché Maisonneuve (Ontario / Morgan),1
CCI Outremont (Dollard / Ducharme),Clark / de l'Arcade,4
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Hochelaga / Dézéry,1
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Émile-Duployé / Rachel,3
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Jeanne-Mance / Sherbrooke,1
Parc MacDonald (Clanranald / Isabella),Clark / de l'Arcade,1
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Ottawa / du Séminaire,1
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Ste-Catherine / Union,9
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),1
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Masson / Molson,8
Parc du Père-Marquette (de Bellechasse / de Lanaudière),BIXI K5,2
Parc du Père-Marquette (de Bellechasse / de Lanaudière),des Érables / Laurier,1
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),3
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),du Parc-Lafontaine / Rachel,4
Argyle / Bannantyne,3e avenue / Wellington,1
Argyle / Bannantyne,3e avenue / Bannantyne,2
Parc St-Gabriel (Grand Trunk / Ropery),Viger / Chenneville,17
St-Antoine / Jean-Paul Riopelle,du Havre / Hochelaga,2
St-Antoine / Jean-Paul Riopelle,Cartier / Marie-Anne,8
St-Antoine / Jean-Paul Riopelle,Viger / Chenneville,3
Parc du Père-Marquette (de Bellechasse / de Lanaudière),de Lanaudière / Jean-Talon,2
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Métro Beaubien (de St-Vallier / Beaubien),17
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Duluth  / St-Denis,4
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Messier / St-Joseph,2
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Beaubien / 8e avenue,7
Parc du Père-Marquette (de Bellechasse / de Lanaudière),CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),1
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Lanaudière / Jean-Talon,4
CCI Outremont (Dollard / Ducharme),Édouard-Montpetit / de Stirling,6
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Métro Beaubien (de St-Vallier / Beaubien),2
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),CHSLD Robert Cliche (de Bellechasse / 16e avenue),2
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Laurier / St-Denis,9
Parc du Père-Marquette (de Bellechasse / de Lanaudière),BAnQ (Berri),7
Parc du Père-Marquette (de Bellechasse / de Lanaudière),de Gaspé / Marmier,2
Parc du Père-Marquette (de Bellechasse / de Lanaudière),des Érables / Rachel,1
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Fabre / Jean-Talon,9
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Cathcart / McGill College,1
Parc du Père-Marquette (de Bellechasse / de Lanaudière),1ère avenue / St-Zotique,8
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Christophe-Colomb / Beaubien,3
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Lajeunesse / Villeray,9
CCI Outremont (Dollard / Ducharme),Laurier / St-Denis,1
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),des Érables / Rachel,6
Parc MacDonald (Clanranald / Isabella),Parc de la Confédération (Fielding / West Hill),5
Parc MacDonald (Clanranald / Isabella),Jeanne-Mance / René-Lévesque,1
Parc MacDonald (Clanranald / Isabella),Métro de l'Église (Ross / de l'Église),3
Parc MacDonald (Clanranald / Isabella),Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),1
Argyle / Bannantyne,Métro de l'Église (Ross / de l'Église),4
St-Antoine / Jean-Paul Riopelle,Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),1
St-Antoine / Jean-Paul Riopelle,1ère avenue / St-Zotique,1
St-Antoine / Jean-Paul Riopelle,BAnQ (Berri),6
Parc du Père-Marquette (de Bellechasse / de Lanaudière),St-Viateur / Casgrain,22
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Jacques-Casault / Christophe-Colomb,33
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Garnier / du Mont-Royal,13
Parc du Père-Marquette (de Bellechasse / de Lanaudière),9e avenue / Masson,5
Parc du Père-Marquette (de Bellechasse / de Lanaudière),St-Grégoire / Christophe-Colomb,9
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Berri / Rachel,2
Parc du Père-Marquette (de Bellechasse / de Lanaudière),de Maisonneuve / Mansfield (nord),2
CCI Outremont (Dollard / Ducharme),Berri / Rachel,1
CCI Outremont (Dollard / Ducharme),Parc Jeanne-Mance (monument sir George-Étienne-Cartier),1
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Omer-Lavallée / du Midway,8
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),St-Grégoire / Christophe-Colomb,1
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Clark / Ontario,1
Parc MacDonald (Clanranald / Isabella),Notre-Dame / St-Martin,1
St-Antoine / Jean-Paul Riopelle,St-Antoine / de la Montagne,1
Parc du Père-Marquette (de Bellechasse / de Lanaudière),McTavish / Sherbrooke,25
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Elmwood / Mc Dougall,2
Parc du Père-Marquette (de Bellechasse / de Lanaudière),St-Jacques / McGill,9
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Roy / St-André,31
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Métro Parc  (Hutchison / Ogilvy),7
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Laurier / de Brébeuf,4
Parc du Père-Marquette (de Bellechasse / de Lanaudière),de Maisonneuve / Mackay,7
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Émile-Duployé / Sherbrooke,12
Parc du Père-Marquette (de Bellechasse / de Lanaudière),des Pins / St-Laurent,4
Parc du Père-Marquette (de Bellechasse / de Lanaudière),de Maisonneuve / de Bleury,6
Parc du Père-Marquette (de Bellechasse / de Lanaudière),René-Lévesque / Papineau,1
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Molson / William-Tremblay,3
Parc du Père-Marquette (de Bellechasse / de Lanaudière),de Maisonneuve / Aylmer (ouest),6
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Laurier / de Brébeuf,1
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Ontario / Ville-Marie,4
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Roy / St-André,1
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),de Maisonneuve / Fullum,3
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),1
Parc MacDonald (Clanranald / Isabella),Grand Boulevard / Sherbrooke,2
Parc MacDonald (Clanranald / Isabella),des Pins / St-Laurent,1
Parc MacDonald (Clanranald / Isabella),Parc MacDonald (Clanranald / Isabella),2
Émile-Duployé / Sherbrooke,St-Laurent / Pl. du Marché,17
Émile-Duployé / Sherbrooke,Marché Jean-Talon (Casgrain / Shamrock),10
St-Antoine / Jean-Paul Riopelle,Place Valois (Valois / Ontario),2
St-Antoine / Jean-Paul Riopelle,Frontenac / Ste-Catherine,1
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Bernard / Jeanne-Mance,4
Émile-Duployé / Sherbrooke,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),5
de la Côte-Ste-Catherine / Decelles,Calixa-Lavallée / Rachel,1
de la Côte-Ste-Catherine / Decelles,HEC (Decelles / Jean-Brillant),7
Garnier / Beaubien,Dorion / Ontario,4
Émile-Duployé / Sherbrooke,Notre-Dame / St-Gabriel,1
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Métro Sherbrooke (de Rigaud / Berri),1
St-Antoine / Jean-Paul Riopelle,Roy / Saint-Laurent,2
Émile-Duployé / Sherbrooke,Parc Molson (d'Iberville / Beaubien),12
Métro Laurier (Berri / St-Joseph),de l'Hôtel-de-Ville / Rachel,11
de la Côte-Ste-Catherine / Decelles,Parc du Père-Marquette (de Bellechasse / de Lanaudière),1
Garnier / Beaubien,Marquette / des Carrières,2
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Émery / St-Denis,2
St-Antoine / Jean-Paul Riopelle,Marché Atwater,2
St-Antoine / Jean-Paul Riopelle,de la Montagne / Notre-Dame,1
Métro Villa-Maria (de Monkland / Décarie),Grey / Sherbrooke,3
de la Côte-Ste-Catherine / Decelles,Calixa-Lavallée / Rachel 2,1
Garnier / Beaubien,Marché St-Jacques (Atateken),1
Garnier / Beaubien,du Parc-Lafontaine / Rachel,3
Garnier / Beaubien,des Érables / Laurier,5
Garnier / Beaubien,Métro Pie-IX (Pierre-de-Coubertin / Desjardins),1
Émile-Duployé / Sherbrooke,de Maisonneuve / Mansfield (sud),2
Émile-Duployé / Sherbrooke,Ste-Catherine / Union,7
Parc du Père-Marquette (de Bellechasse / de Lanaudière),du Parc-Lafontaine / Rachel,1
St-Antoine / Jean-Paul Riopelle,McGill / Place d'Youville,10
St-Antoine / Jean-Paul Riopelle,Ottawa / du Séminaire,8
St-Antoine / Jean-Paul Riopelle,Peel / Notre-Dame,3
St-Antoine / Jean-Paul Riopelle,de la Commune / King,1
Parc du Père-Marquette (de Bellechasse / de Lanaudière),0,0
Métro Laurier (Berri / St-Joseph),0,0
Émile-Duployé / Sherbrooke,Métro Laurier (Berri / St-Joseph),2
Garnier / Beaubien,Beaubien / 8e avenue,9
Garnier / Beaubien,Kent / Hudson,4
Garnier / Beaubien,Duluth  / St-Denis,5
Garnier / Beaubien,Édouard-Montpetit / de Stirling,5
Garnier / Beaubien,Gary-Carter / St-Laurent,4
Garnier / Beaubien,Lanaudière / Jean-Talon,10
Émile-Duployé / Sherbrooke,Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),1
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Parc de Turin (de Lanaudière / Jean-Talon),1
St-Antoine / Jean-Paul Riopelle,Place Ville-Marie (Robert-Bourassa / René-Lévesque),1
St-Antoine / Jean-Paul Riopelle,de la Commune / St-Sulpice,2
Émile-Duployé / Sherbrooke,Métro Langelier (Langelier / Sherbrooke),1
de la Côte-Ste-Catherine / Decelles,Édouard-Montpetit / de Stirling,7
Métro Laurier (Berri / St-Joseph),Duluth  / St-Denis,41
de la Côte-Ste-Catherine / Decelles,Métro Beaubien (de St-Vallier / Beaubien),2
Garnier / Beaubien,Métro Crémazie (Crémazie / Lajeunesse),4
Garnier / Beaubien,Fabrik8 (Waverly / Jean-Talon),4
Garnier / Beaubien,de Gaspé / Marmier,2
St-Antoine / Jean-Paul Riopelle,Jeanne-Mance / René-Lévesque,3
Métro Laurier (Berri / St-Joseph),Laurier / St-Denis,5
de la Côte-Ste-Catherine / Decelles,Cathcart / McGill College,3
Garnier / Beaubien,BAnQ (Berri),3
Émile-Duployé / Sherbrooke,Métro Peel (de Maisonneuve / Stanley),2
Garnier / Beaubien,St-Grégoire / Christophe-Colomb,6
Émile-Duployé / Sherbrooke,St-Grégoire / Christophe-Colomb,15
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Gare d'autocars de Montréal (Berri / Ontario),2
St-Antoine / Jean-Paul Riopelle,Clark / Ontario,1
St-Antoine / Jean-Paul Riopelle,Duke / Nazareth,1
St-Antoine / Jean-Paul Riopelle,Omer-Lavallée / du Midway,1
Métro Laurier (Berri / St-Joseph),St-Viateur / Casgrain,15
Garnier / Beaubien,de Maisonneuve / Mansfield (nord),3
Garnier / Beaubien,Roy / St-André,10
Garnier / Beaubien,de Maisonneuve / de Bleury,2
Garnier / Beaubien,Métro Parc  (Hutchison / Ogilvy),5
Émile-Duployé / Sherbrooke,Parc Jeanne-Mance (du Mont-Royal / du Parc),2
St-Antoine / Jean-Paul Riopelle,Molson / William-Tremblay,1
Émile-Duployé / Sherbrooke,René-Lévesque / Papineau,10
Métro Laurier (Berri / St-Joseph),Parc Jeanne-Mance (du Mont-Royal / du Parc),2
Garnier / Beaubien,de Maisonneuve / Aylmer (ouest),1
Garnier / Beaubien,Marché Jean-Talon (Casgrain / Shamrock),6
Place Valois (Valois / Ontario),Dorion / Ontario,51
Place Valois (Valois / Ontario),Pierre-de-Coubertin / Aird,9
Place Valois (Valois / Ontario),Place Valois (Valois / Ontario),18
Place Valois (Valois / Ontario),St-Laurent / Pl. du Marché,1
Place Valois (Valois / Ontario),Frontenac / Ste-Catherine,2
Place Valois (Valois / Ontario),Calixa-Lavallée / Rachel,1
Place Valois (Valois / Ontario),Métro Viau (Pierre-de-Coubertin / Viau),2
Place Valois (Valois / Ontario),20e avenue / de Bellechasse,3
Place Valois (Valois / Ontario),Bernard / Jeanne-Mance,1
Place Valois (Valois / Ontario),Marché Jean-Talon (Casgrain / Shamrock),1
Place Valois (Valois / Ontario),de Marseille / de la Pépinière,1
Parc du Père-Marquette (de Bellechasse / de Lanaudière),20e avenue / de Bellechasse,3
CCI Outremont (Dollard / Ducharme),Bernard / Jeanne-Mance,5
Métro Villa-Maria (de Monkland / Décarie),Métro Rosemont (de St-Vallier / Rosemont),1
Place Valois (Valois / Ontario),Métro Joliette  (Hochelaga / Joliette),88
Place Valois (Valois / Ontario),Aylwin / Ontario,62
Place Valois (Valois / Ontario),Parc Molson (d'Iberville / Beaubien),17
Place Valois (Valois / Ontario),de l'Hôtel-de-Ville / Rachel,11
Place Valois (Valois / Ontario),Roy / Saint-Laurent,6
Place Valois (Valois / Ontario),de Maisonneuve / Aylmer (est),15
Place Valois (Valois / Ontario),Square Viger (Berri / Viger),1
Place Valois (Valois / Ontario),St-Patrick / Thomas-Keefer,1
Place Valois (Valois / Ontario),Parc du Père-Marquette (de Bellechasse / de Lanaudière),3
Place Valois (Valois / Ontario),St-Urbain / Laurier,1
Place Valois (Valois / Ontario),15e avenue / Laurier,2
Place Valois (Valois / Ontario),Métro Sherbrooke (de Rigaud / Berri),1
Place Valois (Valois / Ontario),Notre-Dame / St-Gabriel,1
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Métro Sherbrooke (de Rigaud / Berri),1
Place Valois (Valois / Ontario),Marché St-Jacques (Atateken),4
Place Valois (Valois / Ontario),Métro Frontenac (Ontario / du Havre),30
Place Valois (Valois / Ontario),Marché Maisonneuve (Ontario / Morgan),12
Place Valois (Valois / Ontario),Hochelaga / Dézéry,4
Place Valois (Valois / Ontario),Collège de Maisonneuve (Sherbrooke / Bourbonnière),12
Place Valois (Valois / Ontario),Rachel / de Brébeuf,6
Place Valois (Valois / Ontario),Calixa-Lavallée / Rachel 2,1
Place Valois (Valois / Ontario),Métro Papineau (Dorion / De Maisonneuve),8
Place Valois (Valois / Ontario),Collège de Rosemont (Beaubien / 15e avenue),1
Place Valois (Valois / Ontario),Métro Mont-Royal (Utilités publiques / Rivard),1
Place Valois (Valois / Ontario),Métro St-Laurent (de Maisonneuve / St-Laurent),4
Place Valois (Valois / Ontario),Émery / St-Denis,1
Place Valois (Valois / Ontario),Collège Ahuntsic (St-Hubert / Émile-Journault),1
Place Valois (Valois / Ontario),Émile-Duployé / Rachel,1
Parc de la Confédération (Fielding / West Hill),Sherbrooke / Benny,1
Place Valois (Valois / Ontario),McGill / Place d'Youville,1
Place Valois (Valois / Ontario),de Maisonneuve / Mansfield (sud),11
Place Valois (Valois / Ontario),du Havre / Hochelaga,17
Place Valois (Valois / Ontario),Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),24
Place Valois (Valois / Ontario),Cartier / Marie-Anne,2
Place Valois (Valois / Ontario),Sherbrooke / Jeanne-d'Arc,1
Place Valois (Valois / Ontario),des Érables / Laurier,1
Place Valois (Valois / Ontario),Métro Pie-IX (Pierre-de-Coubertin / Desjardins),4
Place Valois (Valois / Ontario),Masson / Molson,1
Place Valois (Valois / Ontario),du Mont-Royal / St-André,1
Place Valois (Valois / Ontario),de la Commune / King,1
Place Valois (Valois / Ontario),Viger / Chenneville,2
Place Valois (Valois / Ontario),0,0
Place Valois (Valois / Ontario),St-Hubert / de Maisonneuve (nord),4
Place Valois (Valois / Ontario),Duluth  / St-Denis,1
Place Valois (Valois / Ontario),CHSLD Robert Cliche (de Bellechasse / 16e avenue),8
Place Valois (Valois / Ontario),Berri / de Maisonneuve,8
Place Valois (Valois / Ontario),de la Commune / Berri,1
Place Valois (Valois / Ontario),de la Commune / St-Sulpice,1
Place Valois (Valois / Ontario),Messier / St-Joseph,3
Parc du Père-Marquette (de Bellechasse / de Lanaudière),CHSLD Robert Cliche (de Bellechasse / 16e avenue),2
Place Valois (Valois / Ontario),Bennett / Ste-Catherine,9
Place Valois (Valois / Ontario),BAnQ (Berri),5
Place Valois (Valois / Ontario),Christophe-Colomb / Beaubien,1
Place Valois (Valois / Ontario),des Érables / Rachel,1
Place Valois (Valois / Ontario),Laurier / St-Denis,1
Place Valois (Valois / Ontario),Lajeunesse / Villeray,1
St-Antoine / Jean-Paul Riopelle,Bennett / Ste-Catherine,1
Place Valois (Valois / Ontario),Ste-Catherine / St-Clément,6
Place Valois (Valois / Ontario),Gare d'autocars de Montréal (Berri / Ontario),6
Place Valois (Valois / Ontario),Métro Peel (de Maisonneuve / Stanley),6
Place Valois (Valois / Ontario),Clark / Ontario,8
Place Valois (Valois / Ontario),Métro Atwater (Atwater / Ste-Catherine),1
Place Valois (Valois / Ontario),St-Viateur / Casgrain,1
Place Valois (Valois / Ontario),9e avenue / Masson,1
Place Valois (Valois / Ontario),Omer-Lavallée / du Midway,1
Place Valois (Valois / Ontario),de la Côte-Ste-Catherine / Davaar,1
Place Valois (Valois / Ontario),Garnier / du Mont-Royal,1
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Parc Jeanne-Mance (monument sir George-Étienne-Cartier),1
Garnier / Beaubien,de Maisonneuve / Fullum,1
Place Valois (Valois / Ontario),Ontario / Ville-Marie,10
Place Valois (Valois / Ontario),des Pins / St-Laurent,5
Place Valois (Valois / Ontario),de Maisonneuve / Fullum,2
Place Valois (Valois / Ontario),Molson / William-Tremblay,2
Place Valois (Valois / Ontario),St-Jacques / McGill,1
Place Valois (Valois / Ontario),René-Lévesque / Papineau,6
Place Valois (Valois / Ontario),Laurier / de Brébeuf,1
Place Valois (Valois / Ontario),de Maisonneuve / de Bleury,3
St-Antoine / Jean-Paul Riopelle,René-Lévesque / Papineau,3
Fortune / Wellington,Métro Jolicoeur (de Sève / Drake),1
Fortune / Wellington,Métro Verdun (Willibrord / de Verdun),2
Garnier / Beaubien,Villeray / De Normanville,3
Garnier / Beaubien,Métro Sauvé (Berri / Sauvé),1
Fortune / Wellington,Atwater / Greene,1
de la Côte-Ste-Catherine / Decelles,du Mont-Royal / de Brébeuf,1
de la Côte-Ste-Catherine / Decelles,Marché Jean-Talon (Casgrain / Shamrock),1
de la Côte-Ste-Catherine / Decelles,Bernard / Jeanne-Mance,1
Ste-Catherine / Drummond,Métro Verdun (Willibrord / de Verdun),1
Ste-Catherine / Drummond,Métro Lionel-Groulx (St-Jacques / Atwater),2
Ste-Catherine / Drummond,St-Laurent / Pl. du Marché,6
Fortune / Wellington,Square Viger (Berri / Viger),2
Fortune / Wellington,Notre-Dame / St-Gabriel,4
Fortune / Wellington,de la Commune / Place Jacques-Cartier,2
Garnier / Beaubien,15e avenue / Laurier,1
Garnier / Beaubien,de l'Hôtel-de-Ville / Rachel,1
Ontario / Ville-Marie,du Mont-Royal / Clark,1
Fortune / Wellington,Milton / St-Laurent,2
Ste-Catherine / Drummond,Complexe Desjardins (St-Urbain / René-Lévesque),1
Métro Villa-Maria (de Monkland / Décarie),Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),1
Métro Villa-Maria (de Monkland / Décarie),Rachel / de Brébeuf,1
de la Côte-Ste-Catherine / Decelles,Métro Mont-Royal (Utilités publiques / Rivard),2
Fortune / Wellington,Robert-Bourassa / St-Maurice,4
Fortune / Wellington,Émery / St-Denis,2
Fortune / Wellington,Grey / Sherbrooke,1
Fortune / Wellington,Métro Frontenac (Ontario / du Havre),1
Garnier / Beaubien,Jeanne-Mance / Sherbrooke,2
Ontario / Ville-Marie,Métro Frontenac (Ontario / du Havre),2
Fortune / Wellington,de la Montagne / Notre-Dame,3
Fortune / Wellington,Marché St-Jacques (Atateken),1
de la Côte-Ste-Catherine / Decelles,Atwater / Sherbrooke,2
de la Côte-Ste-Catherine / Decelles,Jeanne-Mance / Sherbrooke,1
de la Côte-Ste-Catherine / Decelles,Émile-Duployé / Rachel,1
de la Côte-Ste-Catherine / Decelles,Sherbrooke / Benny,1
Ste-Catherine / Drummond,Jeanne-Mance / Sherbrooke,5
St-Antoine / Jean-Paul Riopelle,Masson / Molson,1
St-Antoine / Jean-Paul Riopelle,Stanley / René-Lévesque,1
St-Antoine / Jean-Paul Riopelle,Ste-Catherine / Union,3
St-Antoine / Jean-Paul Riopelle,Square-Victoria (Viger / du Square-Victoria),2
Fortune / Wellington,BIXI K5,1
Fortune / Wellington,Ste-Émilie / Sir-Georges-Etienne-Cartier,9
Fortune / Wellington,McGill / Place d'Youville,1
Fortune / Wellington,Peel / Notre-Dame,3
Garnier / Beaubien,Sherbrooke / Jeanne-d'Arc,1
Garnier / Beaubien,Métro Préfontaine (Moreau / Hochelaga),1
Ontario / Ville-Marie,Square-Victoria (Viger / du Square-Victoria),2
Ontario / Ville-Marie,de Maisonneuve / Mansfield (sud),1
Ontario / Ville-Marie,Métro Radisson (Sherbrooke / des Groseilliers),1
Fortune / Wellington,du Mont-Royal / St-André,1
de la Côte-Ste-Catherine / Decelles,de Maisonneuve / Greene,2
Ste-Catherine / Drummond,Ottawa / du Séminaire,2
Ste-Catherine / Drummond,Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),1
Ste-Catherine / Drummond,St-Rémi / Ste-Émilie,1
Ste-Catherine / Drummond,Square-Victoria (Viger / du Square-Victoria),1
Ste-Catherine / Drummond,de Maisonneuve / Greene,2
Métro Villa-Maria (de Monkland / Décarie),0,0
St-Antoine / Jean-Paul Riopelle,CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),1
St-Antoine / Jean-Paul Riopelle,Ste-Catherine / Bishop,1
Fortune / Wellington,Wellington / Queen,1
Fortune / Wellington,de la Commune / St-Sulpice,1
Fortune / Wellington,des Barges / des Bassins,2
Garnier / Beaubien,Place Ville-Marie (Robert-Bourassa / René-Lévesque),3
Garnier / Beaubien,de la Commune / St-Sulpice,2
Fortune / Wellington,Berri / de Maisonneuve,6
de la Côte-Ste-Catherine / Decelles,Berri / de Maisonneuve,1
Ste-Catherine / Drummond,Ste-Catherine / Bishop,7
Ste-Catherine / Drummond,Place Ville-Marie (Robert-Bourassa / René-Lévesque),4
Métro Villa-Maria (de Monkland / Décarie),Lajeunesse / Villeray,1
Métro Villa-Maria (de Monkland / Décarie),Métro de l'Église (Ross / de l'Église),1
Fortune / Wellington,St-Jacques / Richmond,2
Fortune / Wellington,BAnQ (Berri),1
Ste-Catherine / Drummond,Bennett / Ste-Catherine,1
Ste-Catherine / Drummond,Jeanne-Mance / René-Lévesque,6
Métro Villa-Maria (de Monkland / Décarie),Métro Peel (de Maisonneuve / Stanley),3
St-Antoine / Jean-Paul Riopelle,William / Robert-Bourassa,3
St-Antoine / Jean-Paul Riopelle,St-Grégoire / Christophe-Colomb,1
Fortune / Wellington,William / Robert-Bourassa,4
Garnier / Beaubien,Clark / Ontario,1
Garnier / Beaubien,Fortune / Wellington,1
Garnier / Beaubien,Métro Place-d'Armes (St-Urbain / Viger),1
Fortune / Wellington,St-Antoine / de la Montagne,2
Fortune / Wellington,St-Jacques / Vinet,2
Fortune / Wellington,Métro Atwater (Atwater / Ste-Catherine),3
de la Côte-Ste-Catherine / Decelles,Parc Jeanne-Mance (monument sir George-Étienne-Cartier),1
Ste-Catherine / Drummond,Métro Atwater (Atwater / Ste-Catherine),4
Ste-Catherine / Drummond,Clark / Ontario,1
Métro Villa-Maria (de Monkland / Décarie),de Maisonneuve / de Bleury,1
de la Côte-Ste-Catherine / Decelles,McTavish / Sherbrooke,1
St-Antoine / Jean-Paul Riopelle,Roy / St-André,1
St-Antoine / Jean-Paul Riopelle,Parc St-Gabriel (Grand Trunk / Ropery),3
St-Antoine / Jean-Paul Riopelle,Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),2
St-Antoine / Jean-Paul Riopelle,de Maisonneuve / Mansfield (sud-est),1
Fortune / Wellington,St-Jacques / McGill,5
Fortune / Wellington,de Maisonneuve / Mansfield (sud-est),1
Fortune / Wellington,LaSalle / Godin,4
Garnier / Beaubien,de la Côte-Ste-Catherine / Decelles,1
Ontario / Ville-Marie,de Maisonneuve / Aylmer (ouest),1
Ontario / Ville-Marie,de Maisonneuve / Mansfield (sud-est),1
Fortune / Wellington,de la Porte de Québec / St-André,1
Fortune / Wellington,Ottawa / William,1
de la Côte-Ste-Catherine / Decelles,Grand Boulevard / Sherbrooke,2
Ste-Catherine / Drummond,des Pins / St-Laurent,7
Ste-Catherine / Drummond,de Maisonneuve / Aylmer (ouest),2
Ste-Catherine / Drummond,Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),2
Ste-Catherine / Drummond,du Mont-Royal / de Brébeuf,1
Parc St-Gabriel (Grand Trunk / Ropery),Dorion / Ontario,1
Parc St-Gabriel (Grand Trunk / Ropery),Métro Lionel-Groulx (St-Jacques / Atwater),5
Parc St-Gabriel (Grand Trunk / Ropery),St-Laurent / Pl. du Marché,1
Parc St-Gabriel (Grand Trunk / Ropery),Atwater / Greene,1
Ste-Catherine / Drummond,du Mont-Royal / Clark,1
Ste-Catherine / Drummond,Notre-Dame / St-Gabriel,1
Ste-Catherine / Drummond,de la Commune / Place Jacques-Cartier,1
