Start Station Name,End Station Name,Count,Total Duration
Elmwood / Mc Dougall,Marché Jean-Talon (Casgrain / Shamrock),4,3132449
Regina / de Verdun,Regina / de Verdun,7,2921542
de Maisonneuve / Mansfield (sud),Marché Jean-Talon (Casgrain / Shamrock),15,32790421
de Maisonneuve / Mansfield (sud),Place Valois (Valois / Ontario),15,23451163
de Maisonneuve / Mansfield (sud),Fullum / Marie-Anne,1,1653053
Duluth  / St-Denis,St-Laurent / Pl. du Marché,3,1786365
Duluth  / St-Denis,Dorion / Ontario,5,3880456
Duluth  / St-Denis,6e Avenue / Bélanger,3,6394481
6e Avenue / Bélanger,Parc Molson (d'Iberville / Beaubien),5,2116789
6e Avenue / Bélanger,Aylwin / Ontario,5,8686027
6e Avenue / Bélanger,de la Commune / Place Jacques-Cartier,3,7794946
Frontenac / Ste-Catherine,15e avenue / Laurier,21,27199617
Frontenac / Ste-Catherine,de la Commune / Place Jacques-Cartier,4,5036120
Frontenac / Ste-Catherine,Métro Sherbrooke (de Rigaud / Berri),1,1471680
Campus MIL (Thérèse-Lavoie Roux / Outremont),de Maisonneuve / Aylmer (est),2,2154457
Campus MIL (Thérèse-Lavoie Roux / Outremont),St-Urbain / Laurier,36,25866708
Campus MIL (Thérèse-Lavoie Roux / Outremont),Square Viger (Berri / Viger),2,3140958
Campus MIL (Thérèse-Lavoie Roux / Outremont),du Mont-Royal / Clark,10,11287444
Campus MIL (Thérèse-Lavoie Roux / Outremont),Milton / St-Laurent,5,8476602
Regina / de Verdun,St-Patrick / Thomas-Keefer,34,16413989
de Maisonneuve / Mansfield (sud),Métro Sherbrooke (de Rigaud / Berri),2,1821408
de Maisonneuve / Mansfield (sud),Roy / Saint-Laurent,12,8499349
de Maisonneuve / Mansfield (sud),du Mont-Royal / Clark,5,5431747
de Maisonneuve / Mansfield (sud),Aylwin / Ontario,7,12079837
de Maisonneuve / Mansfield (sud),Milton / St-Laurent,9,5178761
de Maisonneuve / Mansfield (sud),Complexe Desjardins (St-Urbain / René-Lévesque),2,1008464
de Maisonneuve / Mansfield (sud),St-Urbain / Laurier,4,5564655
Duluth  / St-Denis,Métro Sherbrooke (de Rigaud / Berri),61,15391412
Duluth  / St-Denis,Notre-Dame / St-Gabriel,16,14359221
Duluth  / St-Denis,Square Viger (Berri / Viger),44,26893640
Duluth  / St-Denis,Complexe Desjardins (St-Urbain / René-Lévesque),6,4554776
Duluth  / St-Denis,Milton / St-Laurent,12,7168497
Duluth  / St-Denis,Roy / Saint-Laurent,28,21323413
6e Avenue / Bélanger,Marquette / des Carrières,1,1198560
6e Avenue / Bélanger,Collège de Rosemont (Beaubien / 15e avenue),3,1435980
Frontenac / Ste-Catherine,Clark / de l'Arcade,1,2003292
Frontenac / Ste-Catherine,Métro Papineau (Dorion / De Maisonneuve),11,3970061
Frontenac / Ste-Catherine,Métro Mont-Royal (Utilités publiques / Rivard),2,3246469
Frontenac / Ste-Catherine,Métro St-Laurent (de Maisonneuve / St-Laurent),2,1804652
Campus MIL (Thérèse-Lavoie Roux / Outremont),Émile-Duployé / Rachel,8,12412572
Campus MIL (Thérèse-Lavoie Roux / Outremont),Campus MIL (Thérèse-Lavoie Roux / Outremont),16,22821147
Elmwood / Mc Dougall,Campus MIL (Thérèse-Lavoie Roux / Outremont),11,5280053
Elmwood / Mc Dougall,Émile-Duployé / Rachel,7,8835156
Elmwood / Mc Dougall,CCI Outremont (Dollard / Ducharme),1,476399
Elmwood / Mc Dougall,Métro Frontenac (Ontario / du Havre),2,4588014
de Maisonneuve / Mansfield (sud),Marché St-Jacques (Atateken),17,14678288
de Maisonneuve / Mansfield (sud),de la Montagne / Notre-Dame,3,1139758
de Maisonneuve / Mansfield (sud),Jeanne-Mance / Sherbrooke,16,6990487
de Maisonneuve / Mansfield (sud),Métro St-Laurent (de Maisonneuve / St-Laurent),11,6873579
de Maisonneuve / Mansfield (sud),Émile-Duployé / Rachel,4,6315094
de Maisonneuve / Mansfield (sud),Atwater / Sherbrooke,3,2845636
de Maisonneuve / Mansfield (sud),CCI Outremont (Dollard / Ducharme),1,2264635
Duluth  / St-Denis,Jeanne-Mance / Sherbrooke,21,16066867
Duluth  / St-Denis,Marché Maisonneuve (Ontario / Morgan),12,23029092
Duluth  / St-Denis,Métro Frontenac (Ontario / du Havre),4,4161705
Duluth  / St-Denis,Métro Mont-Royal (Utilités publiques / Rivard),68,28767551
Duluth  / St-Denis,Marché St-Jacques (Atateken),21,88608012
Duluth  / St-Denis,Émile-Duployé / Rachel,29,12879964
6e Avenue / Bélanger,Masson / Molson,5,5789604
6e Avenue / Bélanger,du Havre / Hochelaga,2,2461390
6e Avenue / Bélanger,Cartier / Marie-Anne,3,3572918
Frontenac / Ste-Catherine,Ste-Catherine / Union,7,8381104
Frontenac / Ste-Catherine,Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),9,6773678
Frontenac / Ste-Catherine,du Havre / Hochelaga,2,705310
Campus MIL (Thérèse-Lavoie Roux / Outremont),des Érables / Laurier,3,4631927
Elmwood / Mc Dougall,de Maisonneuve / Mansfield (sud),3,3891088
Elmwood / Mc Dougall,du Mont-Royal / St-André,2,1255037
Elmwood / Mc Dougall,du Havre / Hochelaga,3,5251050
Regina / de Verdun,3e avenue / Wellington,8,3579754
Regina / de Verdun,Peel / Notre-Dame,8,6696391
Regina / de Verdun,Lanouette / de l'Église,9,2362751
de Maisonneuve / Mansfield (sud),Square-Victoria (Viger / du Square-Victoria),4,2733507
de Maisonneuve / Mansfield (sud),Smith / Peel,2,3108583
de Maisonneuve / Mansfield (sud),de Maisonneuve / Greene,18,14766938
de Maisonneuve / Mansfield (sud),Ste-Catherine / Union,7,5515533
de Maisonneuve / Mansfield (sud),de Maisonneuve / Mansfield (sud),16,2102984
de Maisonneuve / Mansfield (sud),Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),3,1477220
de Maisonneuve / Mansfield (sud),Peel / Notre-Dame,7,3049507
de Maisonneuve / Mansfield (sud),Ottawa / du Séminaire,19,12396396
Duluth  / St-Denis,du Parc-Lafontaine / Rachel,9,2816265
Duluth  / St-Denis,Cartier / Marie-Anne,22,18183860
Duluth  / St-Denis,du Mont-Royal / St-André,23,8016386
de Maisonneuve / Mansfield (sud),0,0,0
6e Avenue / Bélanger,Gary-Carter / St-Laurent,1,1066494
6e Avenue / Bélanger,Garnier / Beaubien,2,1171543
6e Avenue / Bélanger,Parc de Turin (de Lanaudière / Jean-Talon),2,1205236
6e Avenue / Bélanger,de la Commune / Berri,2,4442279
Frontenac / Ste-Catherine,Place du Canada (Peel / des Canadiens-de-Montréal),1,1516410
Frontenac / Ste-Catherine,Wellington / Queen,1,1482241
Campus MIL (Thérèse-Lavoie Roux / Outremont),Ste-Catherine / Bishop,1,2220761
Campus MIL (Thérèse-Lavoie Roux / Outremont),Édouard-Montpetit / de Stirling,10,9179546
Campus MIL (Thérèse-Lavoie Roux / Outremont),Kent / Hudson,2,1691926
Elmwood / Mc Dougall,Place du Canada (Peel / des Canadiens-de-Montréal),1,1413478
Regina / de Verdun,Place du Canada (Peel / des Canadiens-de-Montréal),18,32571865
de Maisonneuve / Mansfield (sud),Wellington / Queen,15,10526803
de Maisonneuve / Mansfield (sud),Berri / de Maisonneuve,3,2510235
de Maisonneuve / Mansfield (sud),Ste-Catherine / Bishop,41,14289761
de Maisonneuve / Mansfield (sud),de la Commune / St-Sulpice,1,1659556
de Maisonneuve / Mansfield (sud),Métro Beaubien (de St-Vallier / Beaubien),7,14530566
de Maisonneuve / Mansfield (sud),Duluth  / St-Denis,4,4825208
de Maisonneuve / Mansfield (sud),Parc de Turin (de Lanaudière / Jean-Talon),1,2408776
Duluth  / St-Denis,Ste-Catherine / Bishop,26,26820662
Duluth  / St-Denis,Duluth  / St-Denis,56,22176707
Duluth  / St-Denis,Place Ville-Marie (Robert-Bourassa / René-Lévesque),23,24865542
Duluth  / St-Denis,Garnier / Beaubien,3,4019793
6e Avenue / Bélanger,Christophe-Colomb / Beaubien,8,6736964
6e Avenue / Bélanger,Fabre / Jean-Talon,6,4084353
Campus MIL (Thérèse-Lavoie Roux / Outremont),des Érables / Rachel,1,1499312
Campus MIL (Thérèse-Lavoie Roux / Outremont),Christophe-Colomb / Beaubien,19,17915016
Campus MIL (Thérèse-Lavoie Roux / Outremont),Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),12,15840953
Regina / de Verdun,Cathcart / McGill College,1,1776447
Regina / de Verdun,Métro de l'Église (Ross / de l'Église),8,3837594
de Maisonneuve / Mansfield (sud),Laurier / St-Denis,11,18572160
de Maisonneuve / Mansfield (sud),Ste-Catherine / Towers,16,11018101
de Maisonneuve / Mansfield (sud),Christophe-Colomb / Beaubien,1,1931390
de Maisonneuve / Mansfield (sud),Ste-Catherine / Drummond,5,1237384
de Maisonneuve / Mansfield (sud),Cathcart / McGill College,2,285775
de Maisonneuve / Mansfield (sud),des Érables / Rachel,5,7311236
Duluth  / St-Denis,de Gaspé / Marmier,3,2399191
Duluth  / St-Denis,des Érables / Rachel,24,14523040
Duluth  / St-Denis,1ère avenue / St-Zotique,2,3403131
Duluth  / St-Denis,Laurier / St-Denis,39,58892290
Frontenac / Ste-Catherine,Métro Peel (de Maisonneuve / Stanley),2,2548593
Campus MIL (Thérèse-Lavoie Roux / Outremont),St-Viateur / Casgrain,18,12674482
Regina / de Verdun,Clark / Ontario,18,38355989
de Maisonneuve / Mansfield (sud),Clark / Ontario,5,1631348
de Maisonneuve / Mansfield (sud),Métro Lucien-L'Allier (Lucien l'Allier / Argyle),3,1097266
de Maisonneuve / Mansfield (sud),Gare d'autocars de Montréal (Berri / Ontario),7,4112783
Duluth  / St-Denis,Gare d'autocars de Montréal (Berri / Ontario),11,4115148
Duluth  / St-Denis,Notre-Dame / St-Martin,1,1784085
Duluth  / St-Denis,Garnier / du Mont-Royal,19,11836774
Duluth  / St-Denis,Berri / Rachel,6,2238130
6e Avenue / Bélanger,Émile-Duployé / Sherbrooke,20,26009447
Frontenac / Ste-Catherine,des Pins / St-Laurent,6,7697462
Frontenac / Ste-Catherine,de Maisonneuve / Mackay,2,3778165
Frontenac / Ste-Catherine,René-Lévesque / Papineau,23,12553267
Campus MIL (Thérèse-Lavoie Roux / Outremont),des Pins / St-Laurent,3,4178856
Campus MIL (Thérèse-Lavoie Roux / Outremont),de Maisonneuve / Mansfield (sud-est),1,1620827
Campus MIL (Thérèse-Lavoie Roux / Outremont),de Maisonneuve / de Bleury,7,8332533
Campus MIL (Thérèse-Lavoie Roux / Outremont),Elmwood / Mc Dougall,6,2651517
Elmwood / Mc Dougall,McTavish / Sherbrooke,6,4565567
Elmwood / Mc Dougall,de Maisonneuve / Aylmer (ouest),16,18136730
Elmwood / Mc Dougall,Parc Beaubien Outremont (Stuart / St-Viateur),2,426803
Elmwood / Mc Dougall,Laurier / de Brébeuf,2,1721000
Regina / de Verdun,Parc St-Gabriel (Grand Trunk / Ropery),23,11124389
Regina / de Verdun,McTavish / Sherbrooke,14,21179251
de Maisonneuve / Mansfield (sud),Molson / William-Tremblay,3,5898816
de Maisonneuve / Mansfield (sud),de Maisonneuve / Mackay,53,24560276
de Maisonneuve / Mansfield (sud),des Pins / St-Laurent,36,29114376
de Maisonneuve / Mansfield (sud),Grand Boulevard / Sherbrooke,1,1874899
de Maisonneuve / Mansfield (sud),de Maisonneuve / Aylmer (ouest),1,631625
de Maisonneuve / Mansfield (sud),de Maisonneuve / de Bleury,5,1477237
de Maisonneuve / Mansfield (sud),Laurier / de Brébeuf,9,12061456
de Maisonneuve / Mansfield (sud),Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),3,1456967
de Maisonneuve / Mansfield (sud),Parc St-Gabriel (Grand Trunk / Ropery),1,1101818
de Maisonneuve / Mansfield (sud),Parc Jeanne-Mance (du Mont-Royal / du Parc),4,3350995
Duluth  / St-Denis,Laurier / de Brébeuf,20,15339911
Duluth  / St-Denis,des Pins / St-Laurent,97,35878505
Duluth  / St-Denis,Roy / St-André,22,8125677
Duluth  / St-Denis,Elmwood / Mc Dougall,1,1255348
Duluth  / St-Denis,McTavish / Sherbrooke,53,46705363
Métro de l'Église (Ross / de l'Église),Métro Verdun (Willibrord / de Verdun),9,10284136
Métro de l'Église (Ross / de l'Église),Métro Lionel-Groulx (St-Jacques / Atwater),2,2767243
Métro de l'Église (Ross / de l'Église),Atwater / Greene,1,2471726
Métro de l'Église (Ross / de l'Église),Regina / de Verdun,4,3051552
Smith / Peel,Regina / de Verdun,8,10193257
Smith / Peel,Atwater / Greene,5,4822352
Smith / Peel,Dorion / Ontario,2,3812435
Smith / Peel,Métro Lionel-Groulx (St-Jacques / Atwater),12,11012103
Métro Crémazie (Crémazie / Lajeunesse),Chabanel / du Parc,38,26810648
Métro Crémazie (Crémazie / Lajeunesse),Marché Jean-Talon (Casgrain / Shamrock),31,83596050
Christophe-Colomb / Beaubien,du Mont-Royal / de Brébeuf,36,24842191
Christophe-Colomb / Beaubien,Bernard / Jeanne-Mance,15,14175418
Christophe-Colomb / Beaubien,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),16,12438376
Christophe-Colomb / Beaubien,Marché Jean-Talon (Casgrain / Shamrock),12,6571824
Christophe-Colomb / Beaubien,Fullum / Marie-Anne,29,29157178
Christophe-Colomb / Beaubien,Métro Rosemont (de St-Vallier / Rosemont),29,12046549
Christophe-Colomb / Beaubien,Métro Sauvé (Berri / Sauvé),4,5918596
Christophe-Colomb / Beaubien,6e Avenue / Bélanger,6,6069347
Christophe-Colomb / Beaubien,Dorion / Ontario,2,3161725
Métro de l'Église (Ross / de l'Église),Notre-Dame / St-Gabriel,1,2264889
Métro de l'Église (Ross / de l'Église),St-Patrick / Thomas-Keefer,21,17491678
de la Commune / St-Sulpice,de la Commune / Place Jacques-Cartier,4,813725
de la Commune / St-Sulpice,Complexe Desjardins (St-Urbain / René-Lévesque),1,2057263
de la Commune / St-Sulpice,Square Viger (Berri / Viger),8,3791974
de la Commune / St-Sulpice,Aylwin / Ontario,1,1696457
Smith / Peel,Métro Sherbrooke (de Rigaud / Berri),2,2502104
Smith / Peel,St-Urbain / Laurier,2,3758221
Smith / Peel,Complexe Desjardins (St-Urbain / René-Lévesque),1,2469691
Smith / Peel,Roy / Saint-Laurent,1,1297735
Métro Crémazie (Crémazie / Lajeunesse),Roy / Saint-Laurent,1,2063241
Métro Crémazie (Crémazie / Lajeunesse),du Mont-Royal / Clark,1,2268587
Métro Crémazie (Crémazie / Lajeunesse),Parc du Père-Marquette (de Bellechasse / de Lanaudière),10,14482078
Christophe-Colomb / Beaubien,Square Viger (Berri / Viger),14,18497924
Christophe-Colomb / Beaubien,St-Urbain / Laurier,30,22110952
Christophe-Colomb / Beaubien,Milton / St-Laurent,3,3533272
Christophe-Colomb / Beaubien,du Mont-Royal / Clark,5,5096892
Christophe-Colomb / Beaubien,Parc Molson (d'Iberville / Beaubien),40,40621300
Christophe-Colomb / Beaubien,15e avenue / Laurier,6,6905501
Christophe-Colomb / Beaubien,Roy / Saint-Laurent,7,313679274
Métro de l'Église (Ross / de l'Église),Marché Atwater,2,1653510
de la Commune / St-Sulpice,Métro Papineau (Dorion / De Maisonneuve),3,2883793
de la Commune / St-Sulpice,Émile-Duployé / Rachel,30,38563946
de la Commune / St-Sulpice,Rachel / de Brébeuf,1,1210652
Smith / Peel,de la Montagne / Notre-Dame,16,12147823
Smith / Peel,Jeanne-Mance / Sherbrooke,27,26883624
Smith / Peel,Robert-Bourassa / St-Maurice,43,13517676
Smith / Peel,Marché St-Jacques (Atateken),5,6890753
Smith / Peel,Marché Atwater,16,13752945
Métro Crémazie (Crémazie / Lajeunesse),Collège Ahuntsic (St-Hubert / Émile-Journault),73,305555384
Christophe-Colomb / Beaubien,Campus MIL (Thérèse-Lavoie Roux / Outremont),23,17763692
Christophe-Colomb / Beaubien,Clark / de l'Arcade,16,8067573
Christophe-Colomb / Beaubien,Collège Ahuntsic (St-Hubert / Émile-Journault),4,4812982
Christophe-Colomb / Beaubien,Marquette / des Carrières,7,3229301
Christophe-Colomb / Beaubien,Marché St-Jacques (Atateken),13,12335699
Christophe-Colomb / Beaubien,Collège de Rosemont (Beaubien / 15e avenue),5,4066611
Christophe-Colomb / Beaubien,Métro Papineau (Dorion / De Maisonneuve),5,7495612
Christophe-Colomb / Beaubien,Robert-Bourassa / St-Maurice,1,2254117
Métro de l'Église (Ross / de l'Église),3e avenue / Wellington,12,3031781
Métro de l'Église (Ross / de l'Église),Lanouette / de l'Église,103,36105418
Métro de l'Église (Ross / de l'Église),Cartier / Marie-Anne,15,35165041
Métro de l'Église (Ross / de l'Église),Argyle / Bannantyne,7,6993101
de la Commune / St-Sulpice,de la Commune / King,10,6177331
de la Commune / St-Sulpice,Smith / Peel,56,32729608
de la Commune / St-Sulpice,de Maisonneuve / Mansfield (sud),1,1114970
de la Commune / St-Sulpice,Peel / Notre-Dame,11,9927384
de la Commune / St-Sulpice,Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),9,5444341
Smith / Peel,Ste-Catherine / Union,28,19022462
Smith / Peel,McGill / Place d'Youville,27,12358490
Smith / Peel,Smith / Peel,21,19711555
Smith / Peel,Square-Victoria (Viger / du Square-Victoria),6,5043559
Smith / Peel,Viger / Chenneville,1,1708893
Smith / Peel,de la Commune / King,16,9612620
Smith / Peel,Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),19,21808061
Smith / Peel,Stanley / René-Lévesque,3,3362575
Smith / Peel,Peel / Notre-Dame,29,10880200
Smith / Peel,3e avenue / Wellington,13,17195727
Smith / Peel,du Parc-Lafontaine / Rachel,1,1654292
Smith / Peel,Ste-Émilie / Sir-Georges-Etienne-Cartier,8,9783787
Métro Crémazie (Crémazie / Lajeunesse),du Parc-Lafontaine / Rachel,1,2705890
de la Commune / St-Sulpice,0,0,0
Smith / Peel,0,0,0
6e Avenue / Bélanger,Métro Beaubien (de St-Vallier / Beaubien),1,1500602
Frontenac / Ste-Catherine,Messier / St-Joseph,3,3501083
de la Commune / St-Sulpice,Wellington / Queen,6,1948439
de la Commune / St-Sulpice,Berri / de Maisonneuve,3,2260735
de la Commune / St-Sulpice,de la Commune / Berri,8,3122902
de la Commune / St-Sulpice,des Barges / des Bassins,6,4127508
de la Commune / St-Sulpice,Métro Laurier (Berri / St-Joseph),1,2129569
Smith / Peel,Place du Canada (Peel / des Canadiens-de-Montréal),49,21032912
Smith / Peel,de la Commune / St-Sulpice,49,27884307
Smith / Peel,de la Commune / Berri,7,4695322
Smith / Peel,des Barges / des Bassins,25,7794078
Métro Crémazie (Crémazie / Lajeunesse),Gary-Carter / St-Laurent,4,4756420
Métro Crémazie (Crémazie / Lajeunesse),de Lanaudière / Jean-Talon,2,2220811
Métro Crémazie (Crémazie / Lajeunesse),Cyclo winter station,1,33496530
Métro Crémazie (Crémazie / Lajeunesse),Garnier / Beaubien,9,10580656
Métro Crémazie (Crémazie / Lajeunesse),Parc de Turin (de Lanaudière / Jean-Talon),2,1790504
Christophe-Colomb / Beaubien,Berri / de Maisonneuve,25,57172363
Christophe-Colomb / Beaubien,CHSLD Robert Cliche (de Bellechasse / 16e avenue),20,17188924
Christophe-Colomb / Beaubien,Beaubien / 8e avenue,8,4567819
Christophe-Colomb / Beaubien,Édouard-Montpetit / de Stirling,4,5338338
Christophe-Colomb / Beaubien,Cyclo winter station,1,10897519
Christophe-Colomb / Beaubien,Parc Villeray (Christophe-Colomb / Jarry),5,4084787
Christophe-Colomb / Beaubien,Métro Beaubien (de St-Vallier / Beaubien),14,15161126
Christophe-Colomb / Beaubien,Garnier / Beaubien,16,10619105
Christophe-Colomb / Beaubien,de Lanaudière / Jean-Talon,2,950640
Métro de l'Église (Ross / de l'Église),Melrose / de Verdun,38,17603344
Métro de l'Église (Ross / de l'Église),Métro de l'Église (Ross / de l'Église),39,42709225
Métro de l'Église (Ross / de l'Église),Cathcart / McGill College,1,1431373
de la Commune / St-Sulpice,Jeanne-Mance / René-Lévesque,1,1572587
de la Commune / St-Sulpice,Laurier / St-Denis,4,6347388
Smith / Peel,Jeanne-Mance / René-Lévesque,3,3824586
Smith / Peel,BAnQ (Berri),1,966005
Smith / Peel,Workman / Vinet,14,10293785
Métro Crémazie (Crémazie / Lajeunesse),Lajeunesse / Villeray,8,7524398
Métro Crémazie (Crémazie / Lajeunesse),Métro Crémazie (Crémazie / Lajeunesse),15,33435108
Métro Crémazie (Crémazie / Lajeunesse),Laurier / St-Denis,2,3179521
Métro Crémazie (Crémazie / Lajeunesse),Christophe-Colomb / Beaubien,1,1190900
Métro Crémazie (Crémazie / Lajeunesse),Métro Henri-Bourassa (Henri-Bourassa / Millen),3,2369874
Christophe-Colomb / Beaubien,1ère avenue / St-Zotique,25,19232523
Christophe-Colomb / Beaubien,de Gaspé / Marmier,17,7786511
Christophe-Colomb / Beaubien,Laurier / St-Denis,5,3939442
Christophe-Colomb / Beaubien,Fabre / Jean-Talon,19,9438312
Christophe-Colomb / Beaubien,Fabrik8 (Waverly / Jean-Talon),16,331830173
Christophe-Colomb / Beaubien,Lajeunesse / Villeray,11,29361857
Christophe-Colomb / Beaubien,des Érables / Rachel,5,6245062
Christophe-Colomb / Beaubien,Christophe-Colomb / Beaubien,54,95358311
Frontenac / Ste-Catherine,Gare d'autocars de Montréal (Berri / Ontario),2,2619529
Métro de l'Église (Ross / de l'Église),Notre-Dame / St-Martin,13,13437995
Métro de l'Église (Ross / de l'Église),Clark / Ontario,1,2307141
Métro de l'Église (Ross / de l'Église),Fortune / Wellington,24,12564837
de la Commune / St-Sulpice,William / Robert-Bourassa,2,3809123
de la Commune / St-Sulpice,Fortune / Wellington,3,3254505
de la Commune / St-Sulpice,Métro Peel (de Maisonneuve / Stanley),4,4382522
Smith / Peel,St-Antoine / de la Montagne,10,4546815
Smith / Peel,Métro Lucien-L'Allier (Lucien l'Allier / Argyle),34,17131746
Smith / Peel,St-Jacques / Vinet,2,1504874
Smith / Peel,Clark / Ontario,1,1101587
