Start Station Name,End Station Name,Count,Total Duration
BAnQ (Berri),Laurier / de Brébeuf,2,2100093
BAnQ (Berri),des Pins / St-Laurent,9,6238081
BAnQ (Berri),Émile-Duployé / Sherbrooke,5,3393860
BAnQ (Berri),Fullum / Marie-Anne,1,1200517
BAnQ (Berri),St-Laurent / Pl. du Marché,2,597917
BAnQ (Berri),Bernard / Jeanne-Mance,2,3992315
du Mont-Royal / Clark,Dorion / Ontario,10,9623910
du Mont-Royal / Clark,Métro Rosemont (de St-Vallier / Rosemont),6,3882619
du Mont-Royal / Clark,Calixa-Lavallée / Rachel,3,3871534
du Mont-Royal / Clark,Place Valois (Valois / Ontario),4,6435101
Messier / St-Joseph,6e Avenue / Bélanger,1,1058960
Messier / St-Joseph,Dorion / Ontario,5,3337800
Messier / St-Joseph,Frontenac / Ste-Catherine,2,2400691
Messier / St-Joseph,du Mont-Royal / de Brébeuf,3,2939588
Messier / St-Joseph,Bernard / Jeanne-Mance,3,3730410
Messier / St-Joseph,Fullum / Marie-Anne,3,1204211
Messier / St-Joseph,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),3,2024607
Messier / St-Joseph,St-Laurent / Pl. du Marché,1,1252266
Messier / St-Joseph,Métro Rosemont (de St-Vallier / Rosemont),1,786952
Messier / St-Joseph,Place Valois (Valois / Ontario),2,2357994
St-Hubert / de Maisonneuve (nord),du Mont-Royal / de Brébeuf,5,3969621
St-Hubert / de Maisonneuve (nord),Frontenac / Ste-Catherine,2,1256440
St-Hubert / de Maisonneuve (nord),St-Laurent / Pl. du Marché,2,598422
St-Hubert / de Maisonneuve (nord),Marché Jean-Talon (Casgrain / Shamrock),1,1542747
BAnQ (Berri),Métro Joliette  (Hochelaga / Joliette),1,1231485
BAnQ (Berri),Aylwin / Ontario,2,2142368
BAnQ (Berri),Parc Molson (d'Iberville / Beaubien),2,3588546
BAnQ (Berri),Milton / St-Laurent,1,474368
du Mont-Royal / Clark,de la Commune / Place Jacques-Cartier,1,1086652
du Mont-Royal / Clark,Parc Molson (d'Iberville / Beaubien),5,6874360
Messier / St-Joseph,Métro Sherbrooke (de Rigaud / Berri),20,22818283
Messier / St-Joseph,St-Urbain / Laurier,13,12463690
Messier / St-Joseph,du Mont-Royal / Clark,7,6146161
Messier / St-Joseph,Square Viger (Berri / Viger),1,1011878
Messier / St-Joseph,Aylwin / Ontario,1,793912
Messier / St-Joseph,Parc Molson (d'Iberville / Beaubien),4,2563766
Messier / St-Joseph,Milton / St-Laurent,1,1154432
Messier / St-Joseph,Roy / Saint-Laurent,1,1107241
St-Hubert / de Maisonneuve (nord),Métro Sherbrooke (de Rigaud / Berri),2,1824716
St-Hubert / de Maisonneuve (nord),de la Commune / Place Jacques-Cartier,1,398504
St-Hubert / de Maisonneuve (nord),Square Viger (Berri / Viger),3,1473820
St-Hubert / de Maisonneuve (nord),St-Patrick / Thomas-Keefer,3,5929422
St-Hubert / de Maisonneuve (nord),de l'Hôtel-de-Ville / Rachel,1,2546149
St-Hubert / de Maisonneuve (nord),Milton / St-Laurent,1,425311
BAnQ (Berri),Métro St-Laurent (de Maisonneuve / St-Laurent),3,1128636
du Mont-Royal / Clark,Hochelaga / Dézéry,5,5690461
du Mont-Royal / Clark,Rachel / de Brébeuf,13,8914610
du Mont-Royal / Clark,Marché Atwater,4,8344875
du Mont-Royal / Clark,Calixa-Lavallée / Rachel 2,3,2940287
du Mont-Royal / Clark,Campus MIL (Thérèse-Lavoie Roux / Outremont),4,4265355
du Mont-Royal / Clark,de Courcelle / Acorn,3,9052777
Messier / St-Joseph,Émery / St-Denis,1,1165779
Messier / St-Joseph,Émile-Duployé / Rachel,5,3625562
Messier / St-Joseph,Marquette / des Carrières,2,1259949
Messier / St-Joseph,Campus MIL (Thérèse-Lavoie Roux / Outremont),2,2823893
Messier / St-Joseph,Robert-Bourassa / St-Maurice,2,4999501
Messier / St-Joseph,Rachel / de Brébeuf,1,773911
Messier / St-Joseph,Calixa-Lavallée / Rachel 2,1,800069
Messier / St-Joseph,Métro Papineau (Dorion / De Maisonneuve),2,1349088
St-Hubert / de Maisonneuve (nord),Hochelaga / Dézéry,3,6753124
St-Hubert / de Maisonneuve (nord),Émery / St-Denis,4,1566948
St-Hubert / de Maisonneuve (nord),Métro Papineau (Dorion / De Maisonneuve),10,3999433
St-Hubert / de Maisonneuve (nord),Jeanne-Mance / Sherbrooke,2,1184122
St-Hubert / de Maisonneuve (nord),Métro Mont-Royal (Utilités publiques / Rivard),1,784571
St-Hubert / de Maisonneuve (nord),de la Montagne / Notre-Dame,1,1050146
St-Hubert / de Maisonneuve (nord),Métro Frontenac (Ontario / du Havre),2,1018712
St-Hubert / de Maisonneuve (nord),Clark / de l'Arcade,1,1370303
BAnQ (Berri),Viger / Chenneville,2,947850
BAnQ (Berri),Lanouette / de l'Église,1,3092461
BAnQ (Berri),Métro Pie-IX (Pierre-de-Coubertin / Desjardins),1,1665588
BAnQ (Berri),de la Commune / King,1,3556107
du Mont-Royal / Clark,du Havre / Hochelaga,2,2103501
du Mont-Royal / Clark,Smith / Peel,2,2626228
du Mont-Royal / Clark,3e avenue / Wellington,1,2869685
du Mont-Royal / Clark,de Maisonneuve / Greene,1,1593732
Messier / St-Joseph,du Havre / Hochelaga,7,3760885
Messier / St-Joseph,des Érables / Laurier,6,2423895
Messier / St-Joseph,du Mont-Royal / St-André,9,6493858
Messier / St-Joseph,Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),5,5663571
Messier / St-Joseph,BIXI K5,1,1128520
Messier / St-Joseph,Métro Pie-IX (Pierre-de-Coubertin / Desjardins),1,2130065
St-Hubert / de Maisonneuve (nord),Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),4,6495437
St-Hubert / de Maisonneuve (nord),du Parc-Lafontaine / Rachel,1,641421
St-Hubert / de Maisonneuve (nord),McGill / Place d'Youville,3,1919872
St-Hubert / de Maisonneuve (nord),Smith / Peel,2,2839876
St-Hubert / de Maisonneuve (nord),du Havre / Hochelaga,2,1685171
St-Hubert / de Maisonneuve (nord),de la Commune / King,1,715447
St-Hubert / de Maisonneuve (nord),du Mont-Royal / St-André,2,1291056
St-Hubert / de Maisonneuve (nord),Square-Victoria (Viger / du Square-Victoria),2,2394019
St-Hubert / de Maisonneuve (nord),Ste-Catherine / Union,1,569400
Messier / St-Joseph,0,0,0
BAnQ (Berri),Lanaudière / Jean-Talon,1,1315233
BAnQ (Berri),de Lanaudière / Jean-Talon,1,2146991
BAnQ (Berri),Édouard-Montpetit / de Stirling,1,2109390
BAnQ (Berri),Ste-Catherine / Bishop,1,894218
du Mont-Royal / Clark,Gary-Carter / St-Laurent,6,7054112
du Mont-Royal / Clark,Lanaudière / Jean-Talon,4,5385310
du Mont-Royal / Clark,Métro Laurier (Berri / St-Joseph),12,5293132
du Mont-Royal / Clark,CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),5,6360421
du Mont-Royal / Clark,Place du Canada (Peel / des Canadiens-de-Montréal),4,3911561
du Mont-Royal / Clark,Métro Beaubien (de St-Vallier / Beaubien),8,6906240
du Mont-Royal / Clark,Wellington / Queen,2,2283223
du Mont-Royal / Clark,Garnier / Beaubien,4,4225146
du Mont-Royal / Clark,de la Commune / Berri,1,1346084
Messier / St-Joseph,Garnier / Beaubien,2,1221321
Messier / St-Joseph,de la Commune / St-Sulpice,3,4542878
Messier / St-Joseph,Place Ville-Marie (Robert-Bourassa / René-Lévesque),1,7121674
Messier / St-Joseph,Berri / de Maisonneuve,4,4872508
Messier / St-Joseph,Duluth  / St-Denis,1,1042951
Messier / St-Joseph,Beaubien / 8e avenue,2,1780181
St-Hubert / de Maisonneuve (nord),de la Commune / St-Sulpice,4,2214116
St-Hubert / de Maisonneuve (nord),Duluth  / St-Denis,3,1796484
St-Hubert / de Maisonneuve (nord),Berri / de Maisonneuve,1,175964
St-Hubert / de Maisonneuve (nord),Place du Canada (Peel / des Canadiens-de-Montréal),1,778311
St-Hubert / de Maisonneuve (nord),CHSLD Robert Cliche (de Bellechasse / 16e avenue),1,2211301
St-Hubert / de Maisonneuve (nord),des Barges / des Bassins,1,991314
BAnQ (Berri),Laurier / St-Denis,4,3967358
BAnQ (Berri),Lajeunesse / Villeray,2,3806148
BAnQ (Berri),Christophe-Colomb / Beaubien,3,4281386
du Mont-Royal / Clark,Ste-Catherine / Drummond,1,1223612
du Mont-Royal / Clark,St-Jacques / Richmond,1,1345823
du Mont-Royal / Clark,Christophe-Colomb / Beaubien,3,2861564
du Mont-Royal / Clark,IUSMM (Georges-Villeneuve),1,3812130
du Mont-Royal / Clark,Ste-Catherine / Towers,2,3145554
du Mont-Royal / Clark,Fabrik8 (Waverly / Jean-Talon),3,3414155
du Mont-Royal / Clark,Jeanne-Mance / René-Lévesque,9,8350331
du Mont-Royal / Clark,Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),1,9640367
du Mont-Royal / Clark,1ère avenue / St-Zotique,4,7162509
Messier / St-Joseph,Fabrik8 (Waverly / Jean-Talon),1,1686957
Messier / St-Joseph,de Gaspé / Marmier,2,1875555
Messier / St-Joseph,BAnQ (Berri),2,1981456
Messier / St-Joseph,1ère avenue / St-Zotique,1,998524
St-Hubert / de Maisonneuve (nord),des Érables / Rachel,2,2161068
St-Hubert / de Maisonneuve (nord),Laurier / St-Denis,1,825759
St-Hubert / de Maisonneuve (nord),Ste-Catherine / Drummond,1,1069515
St-Hubert / de Maisonneuve (nord),Jeanne-Mance / René-Lévesque,1,484196
St-Hubert / de Maisonneuve (nord),Christophe-Colomb / Beaubien,1,1269904
BAnQ (Berri),Métro Peel (de Maisonneuve / Stanley),1,876417
BAnQ (Berri),Garnier / du Mont-Royal,4,3292915
BAnQ (Berri),Omer-Lavallée / du Midway,2,2873848
BAnQ (Berri),Gare d'autocars de Montréal (Berri / Ontario),2,1173447
du Mont-Royal / Clark,Omer-Lavallée / du Midway,2,2709786
du Mont-Royal / Clark,William / Robert-Bourassa,1,1060029
du Mont-Royal / Clark,Notre-Dame / St-Martin,2,3297434
du Mont-Royal / Clark,St-Antoine / de la Montagne,1,1553850
du Mont-Royal / Clark,de la Côte-Ste-Catherine / Davaar,2,1311901
du Mont-Royal / Clark,Métro Lucien-L'Allier (Lucien l'Allier / Argyle),1,1002667
Messier / St-Joseph,Métro Atwater (Atwater / Ste-Catherine),5,11489733
Messier / St-Joseph,9e avenue / Masson,2,1050573
St-Hubert / de Maisonneuve (nord),Garnier / du Mont-Royal,1,953935
St-Hubert / de Maisonneuve (nord),Omer-Lavallée / du Midway,1,1188685
St-Hubert / de Maisonneuve (nord),de Maisonneuve / Mansfield (nord),2,1452806
St-Hubert / de Maisonneuve (nord),Métro Peel (de Maisonneuve / Stanley),2,1624790
St-Hubert / de Maisonneuve (nord),de la Côte-Ste-Catherine / Davaar,1,1709376
St-Hubert / de Maisonneuve (nord),Métro Place-d'Armes (St-Urbain / Viger),4,20076064
St-Hubert / de Maisonneuve (nord),Métro Atwater (Atwater / Ste-Catherine),1,2152470
BAnQ (Berri),de Maisonneuve / Fullum,1,696022
BAnQ (Berri),de Maisonneuve / Aylmer (ouest),2,1240592
du Mont-Royal / Clark,Parc Jeanne-Mance (du Mont-Royal / du Parc),6,5526856
du Mont-Royal / Clark,de Maisonneuve / Fullum,2,2914827
du Mont-Royal / Clark,Elmwood / Mc Dougall,1,867275
du Mont-Royal / Clark,de la Porte de Québec / St-André,3,3767922
du Mont-Royal / Clark,Ontario / Ville-Marie,1,2125769
Messier / St-Joseph,de Maisonneuve / Aylmer (ouest),6,11067358
Messier / St-Joseph,Roy / St-André,1,934143
Messier / St-Joseph,McTavish / Sherbrooke,1,2394058
Messier / St-Joseph,Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),1,1255822
Messier / St-Joseph,St-Jacques / McGill,1,2408713
Messier / St-Joseph,Parc Jeanne-Mance (du Mont-Royal / du Parc),1,1441578
Messier / St-Joseph,Ottawa / William,2,4619229
Messier / St-Joseph,de Maisonneuve / Mackay,3,4988030
St-Hubert / de Maisonneuve (nord),de la Porte de Québec / St-André,1,319371
St-Hubert / de Maisonneuve (nord),de Maisonneuve / Fullum,7,4063659
St-Hubert / de Maisonneuve (nord),McTavish / Sherbrooke,2,1255020
St-Hubert / de Maisonneuve (nord),de Maisonneuve / Aylmer (ouest),1,458820
St-Hubert / de Maisonneuve (nord),des Pins / St-Laurent,1,562707
St-Hubert / de Maisonneuve (nord),Roy / St-André,2,4377433
St-Hubert / de Maisonneuve (nord),René-Lévesque / Papineau,2,813823
St-Hubert / de Maisonneuve (nord),de Maisonneuve / Mansfield (sud-est),1,730284
St-Hubert / de Maisonneuve (nord),Laurier / de Brébeuf,2,1770204
St-Hubert / de Maisonneuve (nord),Molson / William-Tremblay,1,1464405
St-Hubert / de Maisonneuve (nord),Parc St-Gabriel (Grand Trunk / Ropery),3,5999765
St-Patrick / Thomas-Keefer,Métro Lionel-Groulx (St-Jacques / Atwater),2,897890
Marché Jean-Talon (Casgrain / Shamrock),Place Valois (Valois / Ontario),1,1993313
des Érables / Laurier,20e avenue / de Bellechasse,1,760961
des Érables / Laurier,Métro Verdun (Willibrord / de Verdun),1,3227334
St-Patrick / Thomas-Keefer,Milton / St-Laurent,1,1868900
St-Patrick / Thomas-Keefer,de la Commune / Place Jacques-Cartier,2,6707169
St-Patrick / Thomas-Keefer,Parc Labelle (LaSalle / Henri-Duhamel),6,1975017
St-Patrick / Thomas-Keefer,St-Urbain / Laurier,1,3836882
St-Patrick / Thomas-Keefer,du Mont-Royal / Clark,1,2532526
Marché Jean-Talon (Casgrain / Shamrock),Aylwin / Ontario,2,4498606
des Érables / Laurier,Métro Joliette  (Hochelaga / Joliette),1,774358
St-Patrick / Thomas-Keefer,de la Montagne / Notre-Dame,6,5572633
St-Patrick / Thomas-Keefer,Marché Atwater,1,205919
St-Patrick / Thomas-Keefer,de Courcelle / Acorn,2,14678720
des Érables / Laurier,Marché Maisonneuve (Ontario / Morgan),2,2454563
St-Patrick / Thomas-Keefer,Ste-Émilie / Sir-Georges-Etienne-Cartier,5,2192686
St-Patrick / Thomas-Keefer,de la Commune / King,3,4307241
St-Patrick / Thomas-Keefer,Métro Pie-IX (Pierre-de-Coubertin / Desjardins),1,3265595
St-Patrick / Thomas-Keefer,Ottawa / du Séminaire,3,2250393
St-Patrick / Thomas-Keefer,Square-Victoria (Viger / du Square-Victoria),3,3496311
St-Patrick / Thomas-Keefer,Ste-Catherine / Union,1,2442905
St-Patrick / Thomas-Keefer,McGill / Place d'Youville,2,2604585
St-Patrick / Thomas-Keefer,Lanouette / de l'Église,1,717966
du Mont-Royal / St-André,Sherbrooke / Jeanne-d'Arc,1,1465516
BAnQ (Berri),Ste-Catherine / Union,1,622436
des Érables / Laurier,Métro Préfontaine (Moreau / Hochelaga),1,649041
St-Patrick / Thomas-Keefer,0,0,0
St-Patrick / Thomas-Keefer,des Barges / des Bassins,3,1697952
St-Patrick / Thomas-Keefer,de la Commune / St-Sulpice,9,9456132
St-Patrick / Thomas-Keefer,Place du Canada (Peel / des Canadiens-de-Montréal),12,17061538
St-Patrick / Thomas-Keefer,Wellington / Queen,1,985705
St-Patrick / Thomas-Keefer,Berri / de Maisonneuve,1,1633948
des Érables / Laurier,des Barges / des Bassins,1,2149920
des Érables / Laurier,Lanaudière / Jean-Talon,1,913130
St-Patrick / Thomas-Keefer,Laurier / St-Denis,2,5621053
St-Patrick / Thomas-Keefer,de la Côte St-Paul / St-Ambroise,2,1424471
du Mont-Royal / St-André,Cathcart / McGill College,1,1512546
Marché Jean-Talon (Casgrain / Shamrock),Jeanne-Mance / René-Lévesque,1,2185616
Marché Jean-Talon (Casgrain / Shamrock),Ste-Catherine / Drummond,1,2528387
Marché Jean-Talon (Casgrain / Shamrock),Omer-Lavallée / du Midway,1,2036345
St-Patrick / Thomas-Keefer,Parc Jeanne-Mance (monument sir George-Étienne-Cartier),1,2142774
St-Patrick / Thomas-Keefer,William / Robert-Bourassa,1,2011298
St-Patrick / Thomas-Keefer,St-Jacques / Vinet,1,393119
St-Patrick / Thomas-Keefer,de la Côte-Ste-Catherine / Davaar,1,2863707
St-Patrick / Thomas-Keefer,du Séminaire / de la Montagne,2,1116716
Marché Jean-Talon (Casgrain / Shamrock),Duke / Nazareth,3,5736841
St-Patrick / Thomas-Keefer,Grand Boulevard / Sherbrooke,2,2266981
St-Patrick / Thomas-Keefer,Georges-Vanier /  Notre-Dame,1,419347
St-Patrick / Thomas-Keefer,des Pins / St-Laurent,1,2143553
St-Patrick / Thomas-Keefer,René-Lévesque / Papineau,1,1944817
St-Patrick / Thomas-Keefer,St-Antoine / Jean-Paul Riopelle,1,1144135
des Érables / Laurier,St-Jacques / McGill,1,2126630
Marché Jean-Talon (Casgrain / Shamrock),du Mont-Royal / de Brébeuf,1,1140837
Ottawa / du Séminaire,Regina / de Verdun,3,4515841
Ottawa / du Séminaire,Atwater / Greene,3,2013837
BAnQ (Berri),Frontenac / Ste-Catherine,1,645384
des Érables / Laurier,Parc du Père-Marquette (de Bellechasse / de Lanaudière),1,556796
BAnQ (Berri),de Maisonneuve / Aylmer (est),1,613533
BAnQ (Berri),Parc du Père-Marquette (de Bellechasse / de Lanaudière),3,4772301
BAnQ (Berri),St-Urbain / Laurier,1,2120936
Ottawa / du Séminaire,de la Commune / Place Jacques-Cartier,10,6398043
des Érables / Laurier,Calixa-Lavallée / Rachel 2,1,782674
BAnQ (Berri),de Courcelle / Acorn,1,3055382
BAnQ (Berri),Métro Frontenac (Ontario / du Havre),1,815728
BAnQ (Berri),Campus MIL (Thérèse-Lavoie Roux / Outremont),2,4407151
Marché Jean-Talon (Casgrain / Shamrock),Van Horne / Dollard,1,1243953
Ottawa / du Séminaire,Marché Atwater,3,2030552
Ottawa / du Séminaire,Métro Papineau (Dorion / De Maisonneuve),1,1354385
des Érables / Laurier,Peel / Notre-Dame,2,3562173
BAnQ (Berri),du Parc-Lafontaine / Rachel,1,656939
BAnQ (Berri),des Érables / Laurier,1,1825570
BAnQ (Berri),Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),1,1883416
BAnQ (Berri),Métro Préfontaine (Moreau / Hochelaga),1,1098079
BAnQ (Berri),Smith / Peel,1,1187198
BAnQ (Berri),St-Rémi / Ste-Émilie,1,1992804
Marché Jean-Talon (Casgrain / Shamrock),de Maisonneuve / Mansfield (sud),1,1819916
Ottawa / du Séminaire,de la Commune / King,4,1862237
Ottawa / du Séminaire,Ste-Émilie / Sir-Georges-Etienne-Cartier,2,1739117
des Érables / Laurier,Beaubien / 8e avenue,1,1376439
BAnQ (Berri),Messier / St-Joseph,1,1151668
BAnQ (Berri),Garnier / Beaubien,1,1473214
BAnQ (Berri),Berri / de Maisonneuve,1,99476
BAnQ (Berri),Place du Canada (Peel / des Canadiens-de-Montréal),1,744808
Marché Jean-Talon (Casgrain / Shamrock),de la Commune / Berri,1,1731069
Ottawa / du Séminaire,St-Hubert / de Maisonneuve (nord),1,1253174
Ottawa / du Séminaire,des Barges / des Bassins,8,2203563
Ottawa / du Séminaire,Wellington / Queen,4,1598449
Ottawa / du Séminaire,Place du Canada (Peel / des Canadiens-de-Montréal),7,2837280
Ottawa / du Séminaire,de la Commune / Berri,3,2353381
de la Côte-Ste-Catherine / Davaar,Métro Beaubien (de St-Vallier / Beaubien),2,1698134
Parc Benny (Benny / de Monkland),Ste-Catherine / Bishop,1,1450257
BAnQ (Berri),Jeanne-Mance / René-Lévesque,2,2410675
BAnQ (Berri),Métro Crémazie (Crémazie / Lajeunesse),1,2652452
de la Côte-Ste-Catherine / Davaar,Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),1,776691
BAnQ (Berri),Clark / Ontario,3,975994
Ottawa / du Séminaire,Métro Atwater (Atwater / Ste-Catherine),2,2005823
Ottawa / du Séminaire,Métro Place-d'Armes (St-Urbain / Viger),2,1661549
Ottawa / du Séminaire,St-Antoine / de la Montagne,2,803373
de la Côte-Ste-Catherine / Davaar,Omer-Lavallée / du Midway,1,1868178
de la Côte-Ste-Catherine / Davaar,Berri / Rachel,1,994995
de la Côte-Ste-Catherine / Davaar,Parc Jeanne-Mance (monument sir George-Étienne-Cartier),2,1355268
Parc Benny (Benny / de Monkland),Berri / Rachel,1,3468106
Parc Benny (Benny / de Monkland),de Maisonneuve / Mansfield (nord),1,2185989
Parc Benny (Benny / de Monkland),St-Antoine / de la Montagne,1,2457209
des Érables / Laurier,de la Porte de Québec / St-André,1,1376468
BAnQ (Berri),de Maisonneuve / Mackay,2,1924470
Marché Jean-Talon (Casgrain / Shamrock),de Maisonneuve / Fullum,1,1835731
Marché Jean-Talon (Casgrain / Shamrock),de Maisonneuve / Mackay,1,1915413
Ottawa / du Séminaire,Parc St-Gabriel (Grand Trunk / Ropery),6,4016140
Ottawa / du Séminaire,Émile-Duployé / Sherbrooke,1,2202417
de la Côte-Ste-Catherine / Davaar,Elmwood / Mc Dougall,1,335555
Van Horne / Dollard,Bernard / Jeanne-Mance,4,1963159
Van Horne / Dollard,Fullum / Marie-Anne,1,1859426
Van Horne / Dollard,HEC (Decelles / Jean-Brillant),1,921425
Van Horne / Dollard,Marché Jean-Talon (Casgrain / Shamrock),2,1677222
du Mont-Royal / St-André,Frontenac / Ste-Catherine,1,1137143
du Mont-Royal / St-André,Métro Rosemont (de St-Vallier / Rosemont),1,613631
du Mont-Royal / Clark,Métro Sauvé (Berri / Sauvé),2,6824023
Van Horne / Dollard,du Mont-Royal / Clark,4,2940976
du Mont-Royal / St-André,Métro Joliette  (Hochelaga / Joliette),2,1978449
du Mont-Royal / Clark,Métro Joliette  (Hochelaga / Joliette),1,1630138
du Mont-Royal / Clark,Notre-Dame / St-Gabriel,1,601140
Van Horne / Dollard,Clark / de l'Arcade,1,562320
Van Horne / Dollard,CCI Outremont (Dollard / Ducharme),2,204085
Van Horne / Dollard,Marquette / des Carrières,1,1044257
du Mont-Royal / St-André,Marquette / des Carrières,3,2829864
du Mont-Royal / Clark,Van Horne / Dollard,4,3521013
du Mont-Royal / Clark,Marché Maisonneuve (Ontario / Morgan),1,2222955
du Mont-Royal / Clark,Collège de Rosemont (Beaubien / 15e avenue),1,1561894
du Mont-Royal / Clark,Parc Pratt (Dunlop / Van Horne),1,987562
du Mont-Royal / Clark,Métro Pie-IX (Pierre-de-Coubertin / Desjardins),1,1965940
Van Horne / Dollard,CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),2,1739935
Van Horne / Dollard,Parc Villeray (Christophe-Colomb / Jarry),2,3895806
Van Horne / Dollard,Édouard-Montpetit / de Stirling,1,640164
Van Horne / Dollard,Métro Laurier (Berri / St-Joseph),1,792613
du Mont-Royal / St-André,Berri / de Maisonneuve,2,1679402
du Mont-Royal / St-André,de la Commune / Berri,1,970493
du Mont-Royal / Clark,Parc Villeray (Christophe-Colomb / Jarry),1,1639018
du Mont-Royal / Clark,CHSLD Robert Cliche (de Bellechasse / 16e avenue),1,1579309
Van Horne / Dollard,Cathcart / McGill College,1,1538254
du Mont-Royal / Clark,Bennett / Ste-Catherine,1,1795325
Parc Georges St-Pierre (Oxford / Upper Lachine),Métro Atwater (Atwater / Ste-Catherine),1,655372
Van Horne / Dollard,St-Viateur / Casgrain,6,3680540
Van Horne / Dollard,Omer-Lavallée / du Midway,2,3622953
Van Horne / Dollard,Berri / Rachel,1,1704005
Van Horne / Dollard,Jacques-Casault / Christophe-Colomb,1,1406105
Van Horne / Dollard,St-Grégoire / Christophe-Colomb,1,1215554
Van Horne / Dollard,Elmwood / Mc Dougall,1,536137
Van Horne / Dollard,Parc Jeanne-Mance (du Mont-Royal / du Parc),1,731229
du Mont-Royal / St-André,St-Jacques / McGill,1,1801082
du Mont-Royal / St-André,de Maisonneuve / Aylmer (ouest),1,1059962
du Mont-Royal / St-André,de Maisonneuve / Mackay,1,1513783
du Mont-Royal / St-André,Molson / William-Tremblay,1,814038
du Mont-Royal / St-André,Parc St-Gabriel (Grand Trunk / Ropery),1,1973861
du Mont-Royal / Clark,Georges-Vanier /  Notre-Dame,1,1288907
du Mont-Royal / Clark,Parc St-Gabriel (Grand Trunk / Ropery),1,1433192
du Mont-Royal / Clark,Parc MacDonald (Clanranald / Isabella),1,1759988
Marché Maisonneuve (Ontario / Morgan),Calixa-Lavallée / Rachel,1,1667204
Marché Maisonneuve (Ontario / Morgan),Métro Rosemont (de St-Vallier / Rosemont),1,1951695
Marché Maisonneuve (Ontario / Morgan),Pierre-de-Coubertin / Aird,9,4385212
Marché Maisonneuve (Ontario / Morgan),du Mont-Royal / de Brébeuf,1,1896466
Marché Maisonneuve (Ontario / Morgan),Métro Viau (Pierre-de-Coubertin / Viau),4,3381848
Marché Maisonneuve (Ontario / Morgan),Bernard / Jeanne-Mance,2,5410553
Marché Maisonneuve (Ontario / Morgan),20e avenue / de Bellechasse,1,1351892
Marché Maisonneuve (Ontario / Morgan),Métro Sauvé (Berri / Sauvé),1,2845664
Jeanne-Mance / René-Lévesque,Place Valois (Valois / Ontario),1,2378768
Jeanne-Mance / René-Lévesque,Dorion / Ontario,2,2051271
Jeanne-Mance / René-Lévesque,Métro Lionel-Groulx (St-Jacques / Atwater),2,2763946
Jeanne-Mance / René-Lévesque,Marché Jean-Talon (Casgrain / Shamrock),1,2363725
Jeanne-Mance / René-Lévesque,du Mont-Royal / de Brébeuf,1,1190695
St-Jacques / Vinet,Métro Lionel-Groulx (St-Jacques / Atwater),5,911670
Omer-Lavallée / du Midway,6e Avenue / Bélanger,1,1376060
Omer-Lavallée / du Midway,Marché Jean-Talon (Casgrain / Shamrock),1,1515784
Omer-Lavallée / du Midway,Calixa-Lavallée / Rachel,4,3759756
Omer-Lavallée / du Midway,du Mont-Royal / de Brébeuf,3,2380089
Omer-Lavallée / du Midway,St-Laurent / Pl. du Marché,1,1326978
Omer-Lavallée / du Midway,Métro Rosemont (de St-Vallier / Rosemont),1,1279139
Omer-Lavallée / du Midway,20e avenue / de Bellechasse,1,1079424
Omer-Lavallée / du Midway,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),1,897996
Marché Maisonneuve (Ontario / Morgan),Métro Joliette  (Hochelaga / Joliette),3,1644513
Marché Maisonneuve (Ontario / Morgan),Square Viger (Berri / Viger),5,15029255
Marché Maisonneuve (Ontario / Morgan),de l'Hôtel-de-Ville / Rachel,3,6136266
Marché Maisonneuve (Ontario / Morgan),St-Urbain / Laurier,1,1973353
Marché Maisonneuve (Ontario / Morgan),Métro Sherbrooke (de Rigaud / Berri),1,1335619
Jeanne-Mance / René-Lévesque,de Maisonneuve / Aylmer (est),1,2938118
Jeanne-Mance / René-Lévesque,Aylwin / Ontario,3,7714324
Jeanne-Mance / René-Lévesque,de la Commune / Place Jacques-Cartier,2,2958822
Jeanne-Mance / René-Lévesque,Square Viger (Berri / Viger),1,433405
St-Jacques / Vinet,Notre-Dame / St-Gabriel,2,2038255
St-Jacques / Vinet,St-Patrick / Thomas-Keefer,1,349680
Omer-Lavallée / du Midway,de Maisonneuve / Aylmer (est),1,3262661
Omer-Lavallée / du Midway,Complexe Desjardins (St-Urbain / René-Lévesque),3,4664249
Omer-Lavallée / du Midway,Milton / St-Laurent,7,10569247
Omer-Lavallée / du Midway,du Mont-Royal / Clark,1,1592695
Omer-Lavallée / du Midway,Parc Molson (d'Iberville / Beaubien),2,1884638
Omer-Lavallée / du Midway,Métro Sherbrooke (de Rigaud / Berri),1,1102028
Omer-Lavallée / du Midway,Parc du Père-Marquette (de Bellechasse / de Lanaudière),1,1547152
Omer-Lavallée / du Midway,Square Viger (Berri / Viger),1,1567616
